DATETIME,LEVEL_T1,LEVEL_T2,LEVEL_T3,LEVEL_T4,LEVEL_T5,LEVEL_T6,LEVEL_T7,FLOW_PU1,STATUS_PU1,FLOW_PU2,STATUS_PU2,FLOW_PU3,STATUS_PU3,FLOW_PU4,STATUS_PU4,FLOW_PU5,STATUS_PU5,FLOW_PU6,STATUS_PU6,FLOW_PU7,STATUS_PU7,FLOW_PU8,STATUS_PU8,FLOW_PU9,STATUS_PU9,FLOW_PU10,STATUS_PU10,FLOW_PU11,STATUS_PU11,FLOW_V2,STATUS_V2,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,ATT_FLAG
25/01/17 07,4.43,3.7,4.24,3.83,3.34,5.23,3.21,95,1,95.02,1,0,0,0,0,0,0,0,0,48.98,1,0,0,0,0,32.45,1,0,0,88.2,1,2.98,35.65,29.67,71.61,29.63,88.93,29.02,64.2,28.89,70.58,32.24,31.34,False
25/01/17 08,4.38,4.11,3.85,4.47,2.92,5.5,3.89,94.69,1,94.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.68,1,0,0,69.07,1,2.98,35.82,32.39,68.62,32.39,61.52,29.16,63.38,29.04,73.43,34.67,33.77,False
25/01/17 09,4.4,4.83,3.37,2.77,2.42,5.5,4.52,94.64,1,94.65,1,0,0,0,0,0,0,0,0,51.36,1,0,0,0,0,32.63,1,0,0,83.54,1,2.98,35.85,30.43,69.13,30.39,85.03,29.08,60.8,28.95,69.97,32.99,32.09,False
25/01/17 10,4.39,5.11,3.08,2.81,1.59,5.5,4.34,94.7,1,94.71,1,0,0,36.71,1,0,0,0,0,51.03,1,0,0,0,0,32.12,1,0,0,87.19,1,2.98,35.82,29.47,88.54,29.54,84.84,29.13,59.93,29.01,71.88,32.49,31.59,False
25/01/17 11,4.23,5.07,3.55,2.84,1.81,5.5,4.49,94.96,1,94.98,1,0,0,36.09,1,0,0,0,0,50.87,1,35.78,1,0,0,30.32,1,0,0,84.9,1,2.98,35.68,29.44,89.63,29.51,85.13,22.21,82.82,22.1,71.06,32.44,31.54,False
25/01/17 12,4.09,5.05,4.05,2.95,2.33,5.5,4.76,95.14,1,95.16,1,0,0,36.06,1,0,0,0,0,50.91,1,35.79,1,0,0,28.25,1,0,0,84.14,1,2.98,35.58,29.41,89.66,29.48,85.02,22.58,83.18,22.49,77.88,32.41,31.51,False
25/01/17 13,4.05,5.04,4.53,3,2.88,5.33,4.26,94.21,1,94.23,1,0,0,36.28,1,0,0,0,0,50.28,1,37.36,1,0,0,0,0,0,0,88.2,1,2.98,36.08,29.41,89.28,29.49,86.28,28.35,86.03,28.35,56.81,32.43,31.53,False
25/01/17 14,4.1,5.05,4.99,3.34,3.48,4.92,2.36,95.67,1,95.69,1,0,0,36.23,1,0,0,0,0,50.77,1,35.22,1,0,0,31.23,1,0,0,81.92,1,2.98,35.3,29.4,89.34,29.47,85.29,21.69,83.28,21.57,67.55,32.38,31.48,False
25/01/17 15,3.92,5.08,5.22,3.39,3.92,5.12,2.54,95.04,1,95.05,1,0,0,0,0,0,0,0,0,50.42,1,35.28,1,0,0,31.19,1,0,0,78.85,1,2.98,35.64,30.53,73.48,30.49,87.01,21.94,83.43,21.82,67.89,33.05,32.15,False
25/01/17 16,3.94,5.39,4.86,3.78,3.41,5.36,2.84,94.67,1,94.69,1,0,0,0,0,0,0,0,0,50.58,1,0,0,0,0,32.89,1,0,0,78.86,1,2.98,35.83,30.83,73.7,30.79,86.98,28.72,62.46,28.59,68.67,33.35,32.45,False
25/01/17 17,4.15,5.28,4.53,4.05,2.67,5.5,3.13,90.04,1,90.06,1,0,0,0,0,0,0,0,0,49.94,1,0,0,0,0,32.58,1,0,0,0,0,2.98,38.28,28.29,73.2,28.25,85.71,30.89,61.4,30.77,71.98,42.2,29.67,False
25/01/17 18,4.5,4.75,4.19,4.12,1.89,5.5,3.59,112.01,1,0,0,0,0,0,0,0,0,0,0,49.24,1,0,0,0,0,31.67,1,0,0,0,0,2.99,26.32,27.82,71.25,27.78,86.59,29.48,61.08,29.36,73.78,38.86,29.19,False
25/01/17 19,4.52,4.23,3.79,4.42,1.46,5.5,4.29,112.49,1,0,0,0,0,0,0,0,0,0,0,49.72,1,36.71,1,0,0,30.45,1,0,0,0,0,2.99,26.05,27.26,71.15,27.22,85.1,22.35,81.29,22.24,70.78,38.55,28.63,False
25/01/17 20,4.41,3.7,3.4,4.27,1.76,5.5,4.53,113.04,1,0,0,0,0,0,0,0,0,0,0,48.92,1,36.41,1,0,0,30.79,1,0,0,0,0,2.99,25.74,26.79,68.72,26.75,86.17,22.04,81.53,21.93,69.34,38.28,28.16,False
25/01/17 21,4.27,3.13,3.06,4.49,2.08,5.5,4.39,113.88,1,0,0,0,0,34.64,1,0,0,0,0,48.03,1,36.4,1,0,0,30.6,1,0,0,0,0,2.99,25.26,22.98,85.7,23.05,84.12,21.63,81.14,21.52,69.56,37.85,24.75,False
25/01/17 22,4.08,2.25,3.45,4.26,2.31,5.5,4.34,114.2,1,0,0,0,0,34.81,1,0,0,0,0,47.37,1,36.16,1,0,0,30.81,1,0,0,0,0,2.99,25.08,22.16,84.58,22.23,84.5,21.43,81.36,21.32,68.66,37.65,23.92,False
25/01/17 23,3.9,1.39,3.79,4.31,2.56,5.5,4.09,114.47,1,0,0,0,0,33.73,1,0,0,0,0,47.31,1,35.9,1,0,0,30.83,1,0,0,0,0,2.99,24.93,21.43,85.66,21.49,83.86,21.31,81.7,21.19,68.49,37.47,23.17,False
26/01/17 00,3.71,0.53,4.17,4.16,2.86,5.5,3.85,114.31,1,0,0,0,0,33.13,1,0,0,0,0,46.42,1,35.46,1,0,0,30.36,1,0,0,0,0,2.99,25.01,20.73,85.93,20.8,84.73,21.57,82.74,21.46,70.28,37.49,22.46,False
26/01/17 01,3.28,0.35,4.58,4.43,3.26,5.5,4.04,119.17,1,0,0,0,0,33.26,1,0,0,0,0,47.1,1,34.05,1,0,0,28.43,1,0,0,89.88,1,2.99,22.23,24.89,89.88,24.95,87.69,19.71,83.29,19.62,74.49,27.84,26.94,False
26/01/17 02,2.87,0.8,5.08,3.62,3.85,5.44,4.51,116.43,1,0,0,0,0,33.48,1,0,0,0,0,0,0,36.13,1,0,0,0,0,0,0,85.25,1,2.99,23.8,27.54,92.17,27.63,66.89,26.47,86.4,26.47,59.96,30.1,29.2,False
26/01/17 03,2.75,1.36,5.14,3.24,3.59,5.15,3.25,115.33,1,0,0,0,0,0,0,0,0,0,0,48.36,1,0,0,0,0,0,0,0,0,90.89,1,2.99,24.43,27.52,76.06,27.48,87.95,30.14,64.23,30.14,59.54,30.11,29.21,False
26/01/17 04,2.64,1.79,4.91,3.93,3.13,5.05,2.76,115.59,1,0,0,0,0,0,0,0,0,0,0,47.44,1,0,0,0,0,31.61,1,0,0,86.8,1,2.99,24.28,27.78,76.7,27.74,89.89,27.43,64.35,27.31,71.94,30.33,29.43,False
26/01/17 05,2.52,2.28,4.75,4.41,2.81,5.45,3.78,115.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.35,1,0,0,65.48,1,2.99,24.1,30.25,76.02,30.25,67.96,27.33,63.56,27.21,72.73,32.52,31.62,False
26/01/17 06,2.44,2.96,4.55,3.4,2.37,5.45,4.55,115.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.01,1,2.99,24.56,30.81,73.76,30.81,64.93,30.04,63.52,30.04,59.97,33.07,32.17,False
26/01/17 07,2.49,3.46,4.23,2.98,2.03,5.16,3.29,116.51,1,0,0,0,0,0,0,0,0,0,0,48.97,1,0,0,0,0,0,0,0,0,75.34,1,2.99,23.76,28.83,74.4,28.79,88.11,29.7,62.22,29.7,55.97,31.32,30.42,False
26/01/17 08,2.29,3.7,3.96,3.67,1.48,5.11,2.59,118.88,1,0,0,0,0,0,0,0,0,0,0,49.63,1,35.26,1,0,0,30.83,1,0,0,61.67,1,2.99,22.39,28.65,69.38,28.61,86.67,18.89,80.44,18.78,66.08,31.08,30.18,False
26/01/17 09,1.94,3.82,3.5,4.03,1.82,5.13,2.18,119.89,1,0,0,0,0,0,0,0,0,0,0,50.37,1,34.93,1,0,0,30.63,1,0,0,55.3,1,2.99,21.81,28.65,71.69,28.61,85.22,18.35,80.44,18.24,66.17,31.06,30.16,False
26/01/17 10,1.56,3.86,3.15,3.93,2.15,5.19,1.97,120.07,1,0,0,0,0,0,0,0,0,0,0,50.18,1,34.82,1,0,0,30.27,1,0,0,53.32,1,2.99,21.71,28.68,70.72,28.64,85.63,18.32,80.6,18.21,67.32,31.08,30.18,False
26/01/17 11,1.19,3.68,3.3,3.98,2.47,5.39,2.25,120.85,1,0,0,0,0,35.66,1,0,0,0,0,49.04,1,34.64,1,0,0,30.19,1,0,0,56.57,1,2.99,21.26,27.46,88.42,27.53,86.72,17.87,80.47,17.77,67.17,30.29,29.39,False
26/01/17 12,0.91,3.44,3.77,4.34,2.75,5.5,2.49,98.23,1,98.25,1,0,0,35.95,1,0,0,0,0,49.49,1,34.81,1,0,0,30.16,1,0,0,75.57,1,2.97,33.92,27.74,88.2,27.82,86.14,19.4,81.7,19.29,68.77,30.67,29.77,False
26/01/17 13,0.84,3.34,4.22,4.5,3.14,5.5,2.72,98.74,1,98.76,1,0,0,35.54,1,0,0,0,0,49.33,1,34.74,1,0,0,28.51,1,0,0,74.26,1,2.97,33.64,27.64,88.8,27.71,86.33,19.56,81.98,19.46,74.1,30.55,29.65,False
26/01/17 14,0.78,3.67,4.69,3.03,3.51,5.5,3.84,97.99,1,98.01,1,0,0,36.27,1,0,0,0,0,0,0,34.61,1,0,0,30.09,1,0,0,67.29,1,2.97,34.05,29.19,89.08,29.31,61.51,19.45,82.09,19.34,69.06,31.68,30.78,False
26/01/17 15,0.74,3.55,5.12,3.12,3.87,5.5,3.86,98.22,1,98.24,1,0,0,35.4,1,0,0,0,0,49.86,1,34.7,1,0,0,28.83,1,0,0,74.4,1,2.97,33.93,27.84,89.24,27.9,85.52,19.66,82.15,19.56,73.24,30.75,29.85,False
26/01/17 16,0.78,3.65,5.05,3.36,3.62,5.5,4.76,98.19,1,98.2,1,0,0,0,0,0,0,0,0,50.04,1,0,0,0,0,30.54,1,0,0,71.04,1,2.97,33.95,28.82,73.07,28.78,86.05,25.96,62.54,25.85,74.08,31.3,30.4,False
26/01/17 17,0.96,3.89,4.68,3.63,2.86,5.25,3.74,97.17,1,97.19,1,0,0,0,0,0,0,0,0,50.49,1,0,0,0,0,0,0,0,0,74.96,1,2.97,34.49,29.18,72.04,29.14,85.52,29.18,62.32,29.18,57.26,31.69,30.79,False
26/01/17 18,1.15,4.14,4.29,3.69,2.18,5.02,2.53,97.26,1,97.28,1,0,0,0,0,0,0,0,0,50.35,1,0,0,0,0,32.38,1,0,0,71.92,1,2.97,34.44,29.33,71.49,29.29,85.95,26.25,61.33,26.13,68.07,31.82,30.92,False
26/01/17 19,1.26,4.37,3.9,3.85,1.53,5.22,2.68,98.21,1,98.23,1,0,0,0,0,0,0,0,0,50.35,1,35.18,1,0,0,30.18,1,0,0,66.5,1,2.97,33.93,29.4,69.11,29.36,86.02,19.45,81.12,19.34,68.75,31.86,30.96,False
26/01/17 20,1.18,4.53,3.43,3.99,1.95,5.49,3.19,97.69,1,97.71,1,0,0,0,0,0,0,0,0,50.23,1,35.31,1,0,0,30.58,1,0,0,66.86,1,2.97,34.21,29.58,70.02,29.54,86.43,19.5,80.93,19.39,67.52,32.04,31.14,False
26/01/17 21,1.15,4.7,3.01,4.19,2.28,5.5,3.36,99.07,1,99.09,1,0,0,0,0,0,0,0,0,50.54,1,35.01,1,0,0,29.93,1,0,0,60.34,1,2.97,33.47,29.6,69.56,29.56,85.83,19.07,81.03,18.96,69.19,32.03,31.13,False
26/01/17 22,1,4.47,3.45,4.18,2.62,5.5,3.51,98.69,1,98.71,1,0,0,36.32,1,0,0,0,0,49.87,1,35.21,1,0,0,30.05,1,0,0,67.13,1,2.97,33.67,28.55,88.35,28.62,86.21,19.13,80.75,19.03,68.87,31.44,30.54,False
26/01/17 23,0.9,4.28,3.91,4.34,2.86,5.5,3.56,99.1,1,99.12,1,0,0,35.79,1,0,0,0,0,49.7,1,34.83,1,0,0,30.12,1,0,0,66.63,1,2.97,33.45,28.37,89.09,28.44,86.35,18.97,81.24,18.86,68.48,31.25,30.35,False
27/01/17 00,0.78,4.08,4.39,4.51,3.17,5.5,3.51,98.55,1,98.57,1,0,0,35.92,1,0,0,0,0,0,0,34.62,1,0,0,30.16,1,0,0,62.84,1,2.97,33.75,29.44,89.94,29.55,63.2,19.19,81.81,19.08,68.55,31.9,31,False
27/01/17 01,0.72,4.36,4.87,2.96,3.53,5.5,3.48,97.99,1,98.01,1,0,0,35.39,1,0,0,0,0,49.65,1,34.68,1,0,0,28.69,1,0,0,69.38,1,2.97,34.05,28.54,89.97,28.61,86.65,19.75,82.26,19.65,73.73,31.43,30.53,False
27/01/17 02,0.72,4.23,5.27,3.41,3.9,5.5,4.45,97.38,1,97.4,1,0,0,0,0,0,0,0,0,49.91,1,33.97,1,0,0,28.68,1,0,0,68.72,1,2.97,34.38,29.34,74.98,29.3,86.81,20.15,83.85,20.05,74.16,31.8,30.9,False
27/01/17 03,0.94,4.47,4.98,3.81,3.56,5.36,4.28,95.16,1,95.18,1,0,0,0,0,0,0,0,0,48.74,1,0,0,0,0,0,0,0,0,78.55,1,2.98,35.57,29.99,75.97,29.95,89.71,29.96,64.21,29.96,60.63,32.5,31.6,False
27/01/17 04,1.27,4.79,4.76,4.61,3.1,5.12,3.28,93.55,1,93.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.98,1,2.98,36.43,32.8,75.67,32.8,70.2,30.9,64.12,30.9,59.8,35.07,34.17,False
27/01/17 05,1.67,5.49,4.53,3.93,2.72,4.85,2.31,95.12,1,95.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.16,1,0,0,55.98,1,2.98,35.59,32.71,75.01,32.71,69.21,27.47,62.71,27.35,70.06,34.93,34.03,False
27/01/17 06,2.07,5.63,4.28,3.19,2.13,5.18,3.04,91.18,1,91.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.32,1,0,0,0,0,2.98,37.68,30.63,73.78,30.63,64.09,29.51,62.28,29.39,71.52,41.03,31.82,False
27/01/17 07,2.49,5.18,3.98,3.3,1.57,5.5,3.94,91.58,1,91.6,1,0,0,0,0,0,0,0,0,49.72,1,0,0,0,0,30.8,1,0,0,0,0,2.98,37.47,28.21,73.01,28.17,86.05,29.72,61.3,29.61,76.99,40.9,29.59,False
27/01/17 08,2.75,4.65,3.66,3.61,1.97,5.5,4.98,92.55,1,92.57,1,0,0,0,0,0,0,0,0,50.16,1,38.4,1,0,0,0,0,0,0,0,0,2.98,36.96,27.66,69.28,27.61,84.65,28.21,83.93,28.21,55.19,40.31,29.03,False
27/01/17 09,3.06,4.12,3.2,3.49,2.35,5,2.61,93.01,1,93.03,1,0,0,0,0,0,0,0,0,49.8,1,38.23,1,0,0,0,0,0,0,0,0,2.98,36.71,27.15,68.23,27.11,84.84,28.15,84.2,28.15,54.41,40.12,28.52,False
27/01/17 10,3.21,3.41,3.16,3.48,2.66,5.11,2.43,93.17,1,93.19,1,0,0,34.28,1,0,0,0,0,47.69,1,35.81,1,0,0,31.31,1,0,0,0,0,2.98,36.63,23.35,86.67,23.41,85.09,21.81,82.36,21.69,67.35,39.8,25.1,False
27/01/17 11,3.39,2.55,3.59,3.77,3.03,5.28,2.51,92.07,1,92.09,1,0,0,33.75,1,0,0,0,0,47,1,35.69,1,0,0,31.25,1,0,0,0,0,2.98,37.21,22.62,86.81,22.68,85.6,22.48,83.25,22.36,68.23,40.47,24.36,False
27/01/17 12,3.62,1.69,4.01,4.15,3.48,5.5,2.83,92.32,1,92.34,1,0,0,32.57,1,0,0,0,0,47.48,1,34.66,1,0,0,31.06,1,0,0,0,0,2.98,37.08,21.85,87.94,21.9,83.96,22.76,85.32,22.65,69.16,40.41,23.57,False
27/01/17 13,3.85,0.85,4.46,4.07,3.9,5.5,3.02,89.15,1,89.17,1,0,0,30.92,1,0,0,0,0,46.95,1,0,0,0,0,31.97,1,0,0,0,0,2.98,38.74,21.25,89.87,21.3,84.31,31.3,62.47,31.18,74.56,42.67,22.94,False
27/01/17 14,4.04,0.6,4.98,4.2,3.09,5.5,3.89,95.12,1,95.14,1,0,0,33.48,1,0,0,0,0,48.99,1,0,0,0,0,32.17,1,0,0,110.84,1,2.98,35.59,25.66,90.3,25.72,85,28.78,62.42,28.65,71.33,28.78,27.88,False
27/01/17 15,3.98,0.98,5.19,4.19,2.39,5.5,4.15,95.12,1,95.14,1,0,0,0,0,0,0,0,0,48.91,1,0,0,0,0,30.84,1,0,0,100.2,1,2.98,35.59,27.69,73.95,27.66,87.09,28.94,62.1,28.82,76.07,30.35,29.45,False
27/01/17 16,4,1.52,4.85,4.59,1.75,5.39,4.3,94.2,1,94.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.19,1,2.98,36.08,31.05,72.12,31.05,66.45,31.93,61.11,31.93,58.09,33.4,32.5,False
27/01/17 17,4.07,2.37,4.46,3.37,1.84,5.03,2.65,94.14,1,94.16,1,0,0,0,0,0,0,0,0,0,0,38.13,1,0,0,0,0,0,0,77.77,1,2.98,36.11,31.45,71.8,31.45,63.35,28.25,84.49,28.25,55.18,33.78,32.88,False
27/01/17 18,3.98,2.99,4.07,2.8,2.26,5.15,2.54,95.67,1,95.69,1,0,0,0,0,0,0,0,0,49.75,1,35.93,1,0,0,31.11,1,0,0,88.37,1,2.98,35.3,28.93,72.71,28.89,86.7,21.5,81.85,21.39,67.74,31.5,30.6,False
27/01/17 19,3.81,3.39,3.73,3.28,2.61,5.35,2.73,95.48,1,95.5,1,0,0,0,0,0,0,0,0,50.51,1,35.41,1,0,0,31.32,1,0,0,86.76,1,2.98,35.4,29.2,68.37,29.15,85.49,21.61,82.88,21.5,67.12,31.77,30.87,False
27/01/17 20,3.67,3.77,3.24,3.41,3.08,5.48,2.63,95.99,1,96.01,1,0,0,0,0,0,0,0,0,50.39,1,35.27,1,0,0,31.17,1,0,0,82.9,1,2.98,35.12,29.39,69.49,29.35,85.93,21.36,82.86,21.24,67.39,31.94,31.04,False
27/01/17 21,3.5,4.02,3.03,3.61,3.52,5.5,2.8,97.18,1,97.2,1,0,0,36.1,1,0,0,0,0,50.37,1,35.36,1,0,0,30.22,1,0,0,81.83,1,2.97,34.49,28.37,88.55,28.44,85.06,20.84,82.19,20.73,70.03,31.35,30.45,False
27/01/17 22,3.27,3.97,3.51,3.58,3.81,5.5,3.19,96.16,1,96.18,1,0,0,36.84,1,0,0,0,0,50.5,1,35.21,1,0,0,30.32,1,0,0,85.86,1,2.98,35.04,28.33,87.18,28.4,84.76,21.35,82.96,21.24,70.21,31.34,30.44,False
27/01/17 23,3.17,3.95,3.93,3.46,3.89,5.5,3.57,95.72,1,95.74,1,0,0,35.68,1,0,0,0,0,50.27,1,0,0,0,0,32.29,1,0,0,88.16,1,2.98,35.27,28.34,89.26,28.41,85.23,28,62.77,27.87,70.11,31.35,30.45,False
28/01/17 00,3.19,3.98,4.41,3.52,3.13,5.5,3.65,95.84,1,95.86,1,0,0,35.52,1,0,0,0,0,49.49,1,0,0,0,0,31.68,1,0,0,87.65,1,2.98,35.21,28.38,89.59,28.45,86.79,28.06,62.57,27.94,72.32,31.38,30.48,False
28/01/17 01,3.2,4.01,4.88,3.93,2.45,5.5,4.15,95.08,1,95.1,1,0,0,34.01,1,0,0,0,0,48.92,1,0,0,0,0,30.38,1,0,0,90,1,2.98,35.61,28.48,92.26,28.54,87.95,28.5,62.79,28.39,77.16,31.46,30.56,False
28/01/17 02,3.31,4.09,5.43,4.49,1.92,5.43,4.65,94.15,1,94.17,1,0,0,0,0,0,0,0,0,49.27,1,0,0,0,0,0,0,0,0,87.39,1,2.98,36.11,30,75.76,29.96,88.72,31.54,62.16,31.54,59.25,32.57,31.67,False
28/01/17 03,3.55,4.75,5.17,3.8,1.65,5.11,3.18,93.42,1,93.44,1,0,0,0,0,0,0,0,0,0,0,37.25,1,0,0,0,0,0,0,67.7,1,2.98,36.5,32.91,75.64,32.91,67.44,28.41,86.31,28.41,59.04,35.19,34.29,False
28/01/17 04,3.68,5.38,4.92,3.14,2.38,4.96,2.49,93.91,1,93.93,1,0,0,0,0,0,0,0,0,49.18,1,34.91,1,0,0,30.43,1,0,0,79.54,1,2.98,36.23,30.92,76.36,30.88,89.8,22.55,84.69,22.44,71.05,33.44,32.54,False
28/01/17 05,3.91,5.17,4.73,3.97,3.11,5.35,3.5,89.81,1,89.83,1,0,0,0,0,0,0,0,0,48.79,1,35.49,1,0,0,31.12,1,0,0,0,0,2.98,38.4,28.27,74.81,28.24,87.89,23.92,85.05,23.8,70.11,41.91,29.64,False
28/01/17 06,4.22,4.66,4.46,4.52,3.75,5.5,4.25,89.75,1,89.77,1,0,0,0,0,0,0,0,0,0,0,35.52,1,0,0,30.2,1,0,0,0,0,2.98,38.43,29.66,73.39,29.66,67.24,24.3,85.36,24.19,73.54,42.03,30.85,False
28/01/17 07,4.57,4.66,4.13,3.4,3.68,5.4,4.33,110.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,27.28,29.66,73.31,29.66,66.73,32.9,63.66,32.9,59.48,39.86,30.85,False
28/01/17 08,4.81,4.4,3.81,3.19,3.08,5.1,2.99,111.08,1,0,0,0,0,0,0,0,0,0,0,49.66,1,0,0,0,0,0,0,0,0,0,0,2.99,26.85,27.44,72.45,27.4,85.4,32.75,62.9,32.75,57.02,39.55,28.81,False
28/01/17 09,4.88,3.87,3.47,3.4,2.46,5.17,2.8,111.7,1,0,0,0,0,0,0,0,0,0,0,49.66,1,0,0,0,0,33.01,1,0,0,0,0,2.99,26.5,26.91,70.38,26.87,84.87,29.58,61.63,29.45,69.09,39.12,28.28,False
28/01/17 10,4.91,3.35,3.07,3.47,1.74,5.42,3.1,112.09,1,0,0,0,0,0,0,0,0,0,0,49.64,1,0,0,0,0,33.14,1,0,0,0,0,2.99,26.28,26.39,68.59,26.35,84.38,29.46,60.41,29.33,68.5,39,27.76,False
28/01/17 11,4.78,2.55,3.24,3.35,1.77,5.5,3.16,112.3,1,0,0,0,0,33.73,1,0,0,0,0,47.82,1,36.27,1,0,0,30.41,1,0,0,0,0,2.99,26.16,22.54,86.77,22.6,84.04,22.64,82.38,22.53,71.21,38.73,24.28,False
28/01/17 12,4.66,1.69,3.67,3.45,2.2,5.5,3.67,113.01,1,0,0,0,0,33.73,1,0,0,0,0,47.71,1,35.93,1,0,0,30.62,1,0,0,0,0,2.99,25.76,21.69,85.92,21.75,83.4,22.29,82.64,22.18,70.17,38.37,23.43,False
28/01/17 13,4.49,0.83,4.06,3.37,2.65,5.5,3.89,112.62,1,0,0,0,0,33.13,1,0,0,0,0,47.48,1,35.94,1,0,0,30.67,1,0,0,0,0,2.99,25.98,20.92,86.12,20.98,83.05,22.42,82.75,22.31,70.13,38.49,22.66,False
28/01/17 14,4.18,0.45,4.47,3.27,3.04,5.5,4.04,117.21,1,0,0,0,0,33.66,1,0,0,0,0,48.58,1,35.1,1,0,0,29.81,1,0,0,97.31,1,2.99,23.36,25.08,89.43,25.14,85.19,20.41,82.21,20.31,70.92,28.1,27.2,False
28/01/17 15,3.73,0.6,4.95,3.54,3.42,5.5,4.4,118.35,1,0,0,0,0,33.46,1,0,0,0,0,48.54,1,34.41,1,0,0,29.4,1,0,0,91.88,1,2.99,22.7,25.13,89.8,25.19,85.31,19.94,82.92,19.84,71.75,28.11,27.21,False
28/01/17 16,3.28,0.77,5.21,3.79,3.9,5.5,4.87,117.3,1,0,0,0,0,0,0,0,0,0,0,49.48,1,36.73,1,0,0,0,0,0,0,88.28,1,2.99,23.31,26.72,72.62,26.68,85.03,25.98,84.82,25.98,58.48,29.29,28.39,False
28/01/17 17,3.05,1.21,4.82,3.82,3.41,5.13,3.13,116.29,1,0,0,0,0,0,0,0,0,0,0,49.4,1,0,0,0,0,0,0,0,0,89.75,1,2.99,23.89,27.24,71.87,27.2,85.7,29.92,62.64,29.92,56.61,29.83,28.93,False
28/01/17 18,2.79,1.61,4.42,4,2.7,5.04,2.41,117.68,1,0,0,0,0,0,0,0,0,0,0,49.03,1,0,0,0,0,31.97,1,0,0,82.1,1,2.99,23.08,27.26,71.75,27.23,86.43,26.34,62.21,26.22,69.6,29.8,28.9,False
28/01/17 19,2.49,1.94,4.03,4.31,2.02,5.34,3,118.22,1,0,0,0,0,0,0,0,0,0,0,49.19,1,0,0,0,0,32.15,1,0,0,78.06,1,2.99,22.78,27.42,70.46,27.38,86.28,25.98,61.18,25.85,68.59,29.93,29.03,False
28/01/17 20,2.16,2.27,3.6,4.3,1.58,5.5,3.24,119.54,1,0,0,0,0,0,0,0,0,0,0,0,0,35.36,1,0,0,29.8,1,0,0,53.12,1,2.99,22.01,29.29,69.04,29.29,59.41,18.69,80.04,18.59,69.22,31.5,30.6,False
28/01/17 21,1.78,2.72,3.14,2.85,1.85,5.5,3.44,121.89,1,0,0,0,0,0,0,0,0,0,0,50.69,1,34.96,1,0,0,30.25,1,0,0,54.69,1,2.99,20.65,27.55,67.56,27.5,83.49,17.16,79.19,17.05,66.25,29.95,29.05,False
28/01/17 22,1.3,2.51,3.28,2.48,2,5.44,2.81,122.32,1,0,0,0,0,36.23,1,0,0,0,0,50.21,1,34.83,1,0,0,30.29,1,0,0,59.53,1,2.99,20.4,26.32,86.26,26.39,83.32,16.88,79.14,16.77,65.84,29.18,28.28,False
28/01/17 23,0.93,2.3,3.68,2.29,2.14,5.37,2.22,99.19,1,99.21,1,0,0,36,1,0,0,0,0,50.45,1,35.38,1,0,0,30.72,1,0,0,80.21,1,2.97,33.4,26.63,87,26.71,83.15,18.67,79.99,18.56,66.2,29.6,28.7,False
29/01/17 00,0.78,2.23,4.1,2.07,2.32,5.4,1.96,98.42,1,98.44,1,0,0,33.95,1,0,0,0,0,49.46,1,34.5,1,0,0,30.47,1,0,0,83.19,1,2.97,33.82,26.65,90.52,26.71,85.09,19.28,82.11,19.17,67.66,29.59,28.69,False
29/01/17 01,0.7,2.23,4.61,2.44,2.83,5.5,2.42,97.82,1,97.84,1,0,0,33.12,1,0,0,0,0,48.68,1,34.16,1,0,0,29.14,1,0,0,85.18,1,2.97,34.14,26.68,91.9,26.74,86.61,19.89,83.28,19.79,72.5,29.61,28.71,False
29/01/17 02,0.69,2.26,5.16,3.03,3.43,5.5,3.33,97.54,1,97.56,1,0,0,32.68,1,0,0,0,0,48.12,1,33.86,1,0,0,28.75,1,0,0,85.81,1,2.97,34.29,26.74,92.67,26.8,87.7,20.15,84.04,20.05,73.95,29.67,28.77,False
29/01/17 03,0.72,2.46,5.32,3.73,4.07,5.5,4.34,96.5,1,96.52,1,0,0,0,0,0,0,0,0,48.18,1,0,0,0,0,28.96,1,0,0,83.45,1,2.98,34.85,28.23,76.93,28.19,88.98,26.82,65.3,26.72,80.01,30.76,29.86,False
29/01/17 04,1,2.86,5.14,4.49,3.76,5.37,4.26,95.18,1,95.2,1,0,0,0,0,0,0,0,0,47.61,1,0,0,0,0,0,0,0,0,87.14,1,2.98,35.56,28.85,76.75,28.82,90.66,29.92,64.88,29.92,61.03,31.41,30.51,False
