"","DATETIME","LEVEL_T1","LEVEL_T2","LEVEL_T3","LEVEL_T4","LEVEL_T5","LEVEL_T6","LEVEL_T7","FLOW_PU1","STATUS_PU1","FLOW_PU2","STATUS_PU2","FLOW_PU3","STATUS_PU3","FLOW_PU4","STATUS_PU4","FLOW_PU5","STATUS_PU5","FLOW_PU6","STATUS_PU6","FLOW_PU7","STATUS_PU7","FLOW_PU8","STATUS_PU8","FLOW_PU9","STATUS_PU9","FLOW_PU10","STATUS_PU10","FLOW_PU11","STATUS_PU11","FLOW_V2","STATUS_V2","PRESSURE_J280","PRESSURE_J269","PRESSURE_J300","PRESSURE_J256","PRESSURE_J289","PRESSURE_J415","PRESSURE_J302","PRESSURE_J306","PRESSURE_J307","PRESSURE_J317","PRESSURE_J14","PRESSURE_J422","ATT_FLAG"
"985","14/08/16 00",0.97,1.95,4.06,2.9,2.7,5.5,2.85,97.96,"True",97.98,"True",0,"False",33.51,"True",0,"False",0,"False",49.02,"True",34.61,"True",0,"False",29.88,"True",0,"False",87.35,"True",2.97,34.07,26.41,91,26.47,85.69,19.71,82.35,19.6,69.99,29.36,28.46,"False"
"986","14/08/16 01",0.91,2,4.6,3.28,3.18,5.5,3.25,97.58,"True",97.59,"True",0,"False",33.02,"True",0,"False",0,"False",48.18,"True",34.08,"True",0,"False",28.93,"True",0,"False",88.09,"True",2.97,34.27,26.5,91.89,26.56,87.34,20.18,83.72,20.08,73.43,29.44,28.54,"False"
"987","14/08/16 02",0.89,2.07,5.14,3.89,3.8,5.5,4.19,97.53,"True",97.55,"True",0,"False",32.91,"True",0,"False",0,"False",47.85,"True",33.88,"True",0,"False",28.57,"True",0,"False",87.67,"True",2.97,34.3,26.58,92.13,26.63,88.03,20.32,84.17,20.22,74.68,29.51,28.61,"False"
"988","14/08/16 03",1.05,2.4,5.14,4.42,3.67,5.39,4.29,94.19,"True",94.21,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",75.2,"True",2.98,36.09,31.24,76.34,31.24,69.72,30.45,64.69,30.45,60.96,33.56,32.66,"False"
"989","14/08/16 04",1.43,3.19,4.93,3.68,3.3,5.16,3.39,93.83,"True",93.85,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",73.01,"True",2.98,36.28,31.83,76.51,31.83,69,30.8,64.44,30.8,60.29,34.13,33.23,"False"
"990","14/08/16 05",1.8,3.94,4.75,3.06,2.95,4.92,2.56,94.55,"True",94.57,"True",0,"False",0,"False",0,"False",0,"False",48.5,"True",0,"False",0,"False",0,"False",0,"False",84.77,"True",2.98,35.89,29.76,76.31,29.72,89.91,30.6,64.08,30.6,59.51,32.3,31.4,"False"
"991","14/08/16 06",2.02,4.29,4.57,3.97,2.61,5.16,3.18,95.27,"True",95.29,"True",0,"False",0,"False",0,"False",0,"False",48.69,"True",0,"False",0,"False",31.69,"True",0,"False",79.29,"True",2.98,35.51,29.84,75.67,29.8,89.65,27.61,63.22,27.5,71.85,32.35,31.45,"False"
"992","14/08/16 07",2.21,4.73,4.35,4.22,2.14,5.5,4.17,95.03,"True",95.05,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",30.74,"True",0,"False",61.31,"True",2.98,35.64,32.36,74.06,32.36,67.19,27.98,62.51,27.87,75.44,34.6,33.7,"False"
"993","14/08/16 08",2.45,5.38,4.06,3.13,1.62,5.4,4.33,94.25,"True",94.26,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",62.03,"True",2.98,36.06,33.07,74.11,33.07,65.05,31.2,61.76,31.2,59.02,35.32,34.42,"False"
"994","14/08/16 09",2.74,5.29,3.79,3.42,1.97,5.07,2.88,91.37,"True",91.39,"True",0,"False",0,"False",0,"False",0,"False",49.68,"True",38.01,"True",0,"False",0,"False",0,"False",0,"False",2.98,37.58,28.32,73.23,28.28,86.25,28.84,85.3,28.84,55.3,41.01,29.7,"False"
"995","14/08/16 10",3.01,4.76,3.49,3.74,2.47,5.09,2.42,92.95,"True",92.97,"True",0,"False",0,"False",0,"False",0,"False",49.99,"True",35.79,"True",0,"False",31.38,"True",0,"False",0,"False",2.98,36.74,27.77,71.22,27.73,85.1,21.82,82.41,21.7,67.13,39.86,29.15,"False"
"996","14/08/16 11",3.21,4.23,3.11,3.74,2.88,5.24,2.42,92.84,"True",92.86,"True",0,"False",0,"False",0,"False",0,"False",49.75,"True",35.94,"True",0,"False",31.4,"True",0,"False",0,"False",2.98,36.8,27.26,69.63,27.22,85.05,21.92,82.25,21.8,67.16,39.99,28.64,"False"
"997","14/08/16 12",3.41,3.52,3.11,3.74,3.2,5.39,2.42,92.6,"True",92.62,"True",0,"False",34.66,"True",0,"False",0,"False",47.97,"True",35.94,"True",0,"False",31.55,"True",0,"False",0,"False",2.98,36.93,23.38,86.06,23.45,84.63,22.08,82.42,21.96,66.8,40.18,25.15,"False"
"998","14/08/16 13",3.6,2.65,3.52,3.86,3.5,5.48,2.24,92.45,"True",92.47,"True",0,"False",34.07,"True",0,"False",0,"False",47.71,"True",35.74,"True",0,"False",31.51,"True",0,"False",0,"False",2.98,37.01,22.61,86.27,22.67,84.32,22.3,82.97,22.18,67.16,40.32,24.36,"False"
"999","14/08/16 14",3.8,1.79,3.92,3.9,3.86,5.5,2.38,92.66,"True",92.68,"True",0,"False",33.71,"True",0,"False",0,"False",47.21,"True",35.68,"True",0,"False",31.05,"True",0,"False",0,"False",2.98,36.9,21.84,86.11,21.9,84.45,22.42,83.2,22.3,68.85,40.27,23.58,"False"
"1000","14/08/16 15",4.05,0.93,4.31,4.03,3.52,5.5,2.66,91.28,"True",91.3,"True",0,"False",32.92,"True",0,"False",0,"False",47.33,"True",0,"False",0,"False",32.86,"True",0,"False",0,"False",2.98,37.63,21.06,86.61,21.12,83.45,30.22,61.89,30.09,70.29,41.44,22.79,"False"
"1001","14/08/16 16",4.25,0.37,4.71,3.86,2.69,5.5,2.88,96,"True",96.02,"True",0,"False",34.9,"True",0,"False",0,"False",49.05,"True",0,"False",0,"False",32.79,"True",0,"False",110.26,"True",2.98,35.12,25.33,87.59,25.39,84.55,28.39,60.21,28.26,68.71,28.46,27.56,"False"
"1002","14/08/16 17",4.08,0.64,5.12,3.8,1.75,5.5,2.77,96.14,"True",96.16,"True",0,"False",35.09,"True",0,"False",0,"False",49.43,"True",0,"False",0,"False",32.74,"True",0,"False",108.31,"True",2.98,35.04,25.5,87.44,25.56,84.01,28.26,59.52,28.14,68.77,28.63,27.73,"False"
"1003","14/08/16 18",3.86,1,5.08,3.54,1.47,5.5,2.62,97.37,"True",97.39,"True",0,"False",0,"False",0,"False",0,"False",50.18,"True",36.09,"True",0,"False",30.8,"True",0,"False",93.25,"True",2.97,34.39,27.19,71.37,27.14,84.14,20.49,80.54,20.37,67.76,29.8,28.9,"False"
"1004","14/08/16 19",3.57,1.45,4.65,3.27,1.73,5.5,2.55,96.91,"True",96.93,"True",0,"False",0,"False",0,"False",0,"False",50.03,"True",36.07,"True",0,"False",30.79,"True",0,"False",91.98,"True",2.98,34.63,27.56,70.18,27.52,84.8,20.7,80.8,20.58,68,30.17,29.27,"False"
"1005","14/08/16 20",3.34,1.88,4.19,3.31,2,5.5,2.55,97.29,"True",97.31,"True",0,"False",0,"False",0,"False",0,"False",50.23,"True",35.9,"True",0,"False",30.97,"True",0,"False",88.39,"True",2.97,34.43,27.79,70.42,27.75,84.64,20.4,80.81,20.28,67.08,30.37,29.47,"False"
"1006","14/08/16 21",3.11,2.28,3.76,3.27,2.25,5.5,2.33,97.06,"True",97.08,"True",0,"False",0,"False",0,"False",0,"False",50.42,"True",35.87,"True",0,"False",30.39,"True",0,"False",86.76,"True",2.97,34.55,28.09,70.64,28.04,84.56,20.62,81.07,20.51,69.26,30.66,29.76,"False"
"1007","14/08/16 22",2.91,2.65,3.35,3.19,2.51,5.5,2.65,96.35,"True",96.37,"True",0,"False",0,"False",0,"False",0,"False",50.31,"True",35.5,"True",0,"False",30.52,"True",0,"False",86.53,"True",2.98,34.93,28.45,71.86,28.41,85.14,20.98,82.09,20.87,69.18,31.03,30.13,"False"
"1008","14/08/16 23",2.79,3.02,3.01,3.29,2.9,5.5,2.89,96.53,"True",96.55,"True",0,"False",0,"False",0,"False",0,"False",50.28,"True",35.13,"True",0,"False",29.92,"True",0,"False",83.77,"True",2.98,34.84,28.7,70.54,28.65,85.45,21.08,82.83,20.98,71.23,31.25,30.35,"False"
"1009","15/08/16 00",2.65,3.11,3.33,3.42,3.36,5.5,3.48,97.34,"True",97.36,"True",0,"False",36.25,"True",0,"False",0,"False",49.63,"True",34.76,"True",0,"False",29.66,"True",0,"False",85.82,"True",2.97,34.4,27.5,87.41,27.57,85.63,20.76,83.15,20.66,71.75,30.49,29.59,"False"
"1010","15/08/16 01",2.48,3.11,3.77,3.64,3.85,5.5,4.08,96.6,"True",96.62,"True",0,"False",34.09,"True",0,"False",0,"False",49.84,"True",34.31,"True",0,"False",28.82,"True",0,"False",88.28,"True",2.98,34.8,27.55,91.19,27.61,85.25,21.4,84.54,21.3,75,30.53,29.63,"False"
"1011","15/08/16 02",2.5,3.17,4.31,3.72,3.91,5.41,4.4,95.17,"True",95.19,"True",0,"False",34.28,"True",0,"False",0,"False",48.76,"True",0,"False",0,"False",0,"False",0,"False",94.78,"True",2.98,35.56,27.72,91.04,27.78,87.5,30.66,64.22,30.66,60.05,30.73,29.83,"False"
"1012","15/08/16 03",2.71,3.3,4.83,4.26,3.38,5.14,3.19,94.59,"True",94.61,"True",0,"False",33.19,"True",0,"False",0,"False",47.94,"True",0,"False",0,"False",0,"False",0,"False",96.26,"True",2.98,35.87,27.95,93.06,28.01,89.24,30.98,63.84,30.98,59.51,30.94,30.04,"False"
"1013","15/08/16 04",2.93,3.65,5.41,4.19,2.87,5.02,2.65,94.18,"True",94.19,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",31.79,"True",0,"False",70.28,"True",2.98,36.09,32.03,76.43,32.03,67.64,28.54,63.54,28.42,72.41,34.32,33.42,"False"
"1014","15/08/16 05",3.12,4.39,5.19,3.17,2.41,5.44,3.76,94.34,"True",94.36,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",32.01,"True",0,"False",66.43,"True",2.98,36.01,32.44,77.04,32.44,66.12,28.53,62.99,28.41,71.65,34.71,33.81,"False"
"1015","15/08/16 06",3.24,4.78,5.03,3.5,1.94,5.49,4.76,94.04,"True",94.05,"True",0,"False",0,"False",0,"False",0,"False",48.98,"True",0,"False",0,"False",0,"False",0,"False",83.94,"True",2.98,36.17,30.53,75.48,30.49,89.79,31.56,62.49,31.56,60.36,33.07,32.17,"False"
"1016","15/08/16 07",3.46,5.14,4.78,4.33,1.57,5.22,3.55,94.74,"True",94.76,"True",0,"False",0,"False",0,"False",0,"False",50.21,"True",37.31,"True",0,"False",0,"False",0,"False",78.88,"True",2.98,35.79,30.6,74.83,30.56,87.48,27.81,85.59,27.81,55.91,33.12,32.22,"False"
"1017","15/08/16 08",3.56,5.5,4.51,3.83,2.23,5.07,2.52,90.84,"True",90.86,"True",0,"False",0,"False",0,"False",0,"False",0,"False",36.02,"True",0,"False",31.5,"True",0,"False",0,"False",2.98,37.86,30.5,71.52,30.5,65.5,23.01,83.21,22.9,67.89,41.21,31.69,"False"
"1018","15/08/16 09",3.83,5.33,4.1,3.14,2.72,5.28,2.73,91.73,"True",91.75,"True",0,"False",0,"False",0,"False",0,"False",50.62,"True",36.36,"True",0,"False",31.65,"True",0,"False",0,"False",2.98,37.39,28.29,71.06,28.25,84.37,22.55,82.13,22.44,66.91,40.78,29.67,"False"
"1019","15/08/16 10",4.05,4.79,3.7,3.02,3.01,5.38,2.51,91.73,"True",91.75,"True",0,"False",0,"False",0,"False",0,"False",50.15,"True",35.71,"True",0,"False",31.56,"True",0,"False",0,"False",2.98,37.39,27.79,72.4,27.75,84.8,22.84,83.58,22.72,67.54,40.85,29.17,"False"
"1020","15/08/16 11",4.25,4.26,3.36,3.1,3.49,5.5,2.63,91.23,"True",91.25,"True",0,"False",0,"False",0,"False",0,"False",49.83,"True",36.03,"True",0,"False",30.67,"True",0,"False",0,"False",2.98,37.65,27.28,70.79,27.24,84.92,23.32,83.48,23.21,71.03,41.19,28.66,"False"
"1021","15/08/16 12",4.47,3.71,3.03,3.22,3.88,5.5,3.17,91.06,"True",91.08,"True",0,"False",34.39,"True",0,"False",0,"False",47.75,"True",35.64,"True",0,"False",31.84,"True",0,"False",0,"False",2.98,37.74,23.62,86.76,23.69,85.27,23.29,84.15,23.17,67.01,41.34,25.38,"False"
"1022","15/08/16 13",4.52,2.84,3.46,3.57,3.49,5.5,2.79,112.52,"True",0,"False",0,"False",33.78,"True",0,"False",0,"False",47.64,"True",0,"False",0,"False",31.92,"True",0,"False",0,"False",2.99,26.03,22.84,86.98,22.9,84.67,29.29,62.4,29.17,72.74,38.67,24.58,"False"
"1023","15/08/16 14",4.52,1.98,3.89,3.77,2.73,5.5,3.47,112.56,"True",0,"False",0,"False",33.37,"True",0,"False",0,"False",46.73,"True",0,"False",0,"False",31.97,"True",0,"False",0,"False",2.99,26.01,22.12,86.95,22.18,85.58,29.28,61.87,29.16,72.53,38.66,23.85,"False"
"1024","15/08/16 15",4.52,1.13,4.31,4.17,2.01,5.5,4.01,112.03,"True",0,"False",0,"False",32.46,"True",0,"False",0,"False",46.76,"True",0,"False",0,"False",31.95,"True",0,"False",0,"False",2.99,26.31,21.38,87.65,21.43,84.78,29.44,62.07,29.32,72.77,38.86,23.09,"False"
"1025","15/08/16 16",4.52,0.43,4.75,4.37,1.43,5.5,4.51,117.34,"True",0,"False",0,"False",33.59,"True",0,"False",0,"False",48.36,"True",35.57,"True",0,"False",29.57,"True",0,"False",97.19,"True",2.99,23.28,25.06,89.53,25.13,85.58,20.33,81.33,20.22,71.57,28.08,27.18,"False"
"1026","15/08/16 17",4.08,0.66,5.22,4.26,1.87,5.39,4.29,115.99,"True",0,"False",0,"False",34.34,"True",0,"False",0,"False",0,"False",37.61,"True",0,"False",0,"False",0,"False",88.41,"True",2.99,24.06,27.55,90.76,27.65,64.49,26.71,83.92,26.71,57,30.14,29.24,"False"
"1027","15/08/16 18",3.78,1.36,5.08,3.03,2.33,4.98,2.42,118.16,"True",0,"False",0,"False",0,"False",0,"False",0,"False",49.61,"True",34.99,"True",0,"False",30.77,"True",0,"False",81.71,"True",2.99,22.81,26.97,72.5,26.93,85.03,19.57,81.56,19.45,66.96,29.51,28.61,"False"
"1028","15/08/16 19",3.33,1.69,4.69,3.21,2.73,5.14,2.45,118.43,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.21,"True",35.24,"True",0,"False",30.71,"True",0,"False",78.63,"True",2.99,22.65,27.13,71.85,27.09,84.02,19.31,80.86,19.2,66.88,29.66,28.76,"False"
"1029","15/08/16 20",2.9,1.97,4.29,3.02,2.96,5.28,2.43,120.16,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.15,"True",34.58,"True",0,"False",30.61,"True",0,"False",69.9,"True",2.99,21.65,27.11,69.86,27.07,84.12,18.37,81.06,18.26,66.27,29.58,28.68,"False"
"1030","15/08/16 21",2.43,2.17,3.84,2.92,3.26,5.34,2.17,120.93,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.27,"True",34.48,"True",0,"False",30.44,"True",0,"False",64.8,"True",2.99,21.21,27.17,70.55,27.13,83.94,17.91,80.77,17.8,66.36,29.61,28.71,"False"
"1031","15/08/16 22",1.96,2.31,3.42,2.78,3.49,5.42,2.04,120.94,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.45,"True",34.26,"True",0,"False",30.38,"True",0,"False",63.21,"True",2.99,21.2,27.27,69.76,27.23,83.69,17.93,81.16,17.82,66.59,29.71,28.81,"False"
"1032","15/08/16 23",1.52,2.43,2.99,2.58,3.77,5.5,2.07,121.12,"True",0,"False",0,"False",35.83,"True",0,"False",0,"False",50.22,"True",34,"True",0,"False",30.08,"True",0,"False",65.19,"True",2.99,21.1,26.46,87.14,26.53,83.44,17.92,81.58,17.81,67.55,29.34,28.44,"False"
"1033","16/08/16 00",1.13,2.23,3.43,2.39,3.82,5.5,2.18,119.31,"True",0,"False",0,"False",34.92,"True",0,"False",0,"False",49.43,"True",0,"False",0,"False",31.63,"True",0,"False",74.77,"True",2.99,22.14,26.55,88.79,26.62,85.06,25.2,63.04,25.08,69.63,29.46,28.56,"False"
"1034","16/08/16 01",0.96,2.16,3.92,2.72,3.1,5.5,2.49,97.75,"True",97.77,"True",0,"False",34.23,"True",0,"False",0,"False",49.38,"True",0,"False",0,"False",31.08,"True",0,"False",87.48,"True",2.97,34.18,26.59,89.99,26.65,85.2,26.14,61.79,26.02,72.46,29.56,28.66,"False"
"1035","16/08/16 02",1.04,2.2,4.42,3.01,2.31,5.5,3.24,97.35,"True",97.37,"True",0,"False",33.41,"True",0,"False",0,"False",48.75,"True",0,"False",0,"False",30.55,"True",0,"False",88.8,"True",2.97,34.4,26.68,91.44,26.74,86.47,26.41,62.9,26.3,74.51,29.64,28.74,"False"
"1036","16/08/16 03",1.15,2.27,4.96,3.5,1.83,5.5,4.2,96.66,"True",96.68,"True",0,"False",32.69,"True",0,"False",0,"False",48.04,"True",0,"False",0,"False",30.09,"True",0,"False",91.03,"True",2.98,34.77,26.83,92.74,26.88,87.93,26.8,62.62,26.69,76.39,29.78,28.88,"False"
"1037","16/08/16 04",1.32,2.5,5.21,4.18,1.67,5.38,4.23,96.48,"True",96.5,"True",0,"False",0,"False",0,"False",0,"False",48.24,"True",36.03,"True",0,"False",0,"False",0,"False",83.92,"True",2.98,34.87,28.29,76.4,28.26,88.94,26.17,86.27,26.17,60.98,30.83,29.93,"False"
"1038","16/08/16 05",1.49,3.05,5,4.06,2.51,5.16,3.36,96.87,"True",96.89,"True",0,"False",0,"False",0,"False",0,"False",0,"False",36.19,"True",0,"False",0,"False",0,"False",63.24,"True",2.98,34.66,30.84,76.55,30.84,69.5,26.07,85.89,26.07,59.62,33.09,32.19,"False"
"1039","16/08/16 06",1.58,3.71,4.82,3.35,3.21,4.99,2.65,95.78,"True",95.8,"True",0,"False",0,"False",0,"False",0,"False",0,"False",34.28,"True",0,"False",30.53,"True",0,"False",62.17,"True",2.98,35.24,31.41,74.69,31.41,67.87,20.72,83.91,20.61,68.9,33.66,32.76,"False"
"1040","16/08/16 07",1.65,4.14,4.54,3.47,3.83,5.27,3.18,97.26,"True",97.28,"True",0,"False",0,"False",0,"False",0,"False",49.7,"True",34.59,"True",0,"False",30.45,"True",0,"False",72.16,"True",2.97,34.45,29.37,71.49,29.33,87.26,20.17,82.84,20.06,68.6,31.85,30.95,"False"
"1041","16/08/16 08",1.68,4.39,4.13,3.94,3.59,5.5,3.62,98.04,"True",98.06,"True",0,"False",0,"False",0,"False",0,"False",50.67,"True",0,"False",0,"False",31.51,"True",0,"False",69.07,"True",2.97,34.03,29.48,73.72,29.44,85.46,26.42,63.37,26.3,71.28,31.95,31.05,"False"
"1042","16/08/16 09",1.69,4.58,3.83,3.89,2.96,5.5,3.98,97.48,"True",97.5,"True",0,"False",0,"False",0,"False",0,"False",50.5,"True",0,"False",0,"False",31.83,"True",0,"False",69.57,"True",2.97,34.32,29.69,69.51,29.65,86.01,26.55,60.91,26.43,70.31,32.17,31.27,"False"
"1043","16/08/16 10",1.75,4.78,3.38,4,2.07,5.5,4.06,97.09,"True",97.11,"True",0,"False",0,"False",0,"False",0,"False",50.73,"True",0,"False",0,"False",31.81,"True",0,"False",69.78,"True",2.97,34.53,29.89,70.43,29.85,85.75,26.73,61.33,26.61,70.53,32.36,31.46,"False"
"1044","16/08/16 11",1.8,4.97,2.98,4,1.58,5.5,4.15,96.62,"True",96.64,"True",0,"False",36.23,"True",0,"False",0,"False",50.52,"True",35.56,"True",0,"False",29.93,"True",0,"False",73.09,"True",2.98,34.79,29.18,89.16,29.25,85.57,20.39,81.39,20.29,70.51,32.11,31.21,"False"
"1045","16/08/16 12",1.79,4.83,3.48,3.98,2,5.5,4.41,97.14,"True",97.16,"True",0,"False",35.89,"True",0,"False",0,"False",49.73,"True",35.75,"True",0,"False",29.63,"True",0,"False",72.12,"True",2.97,34.51,29.06,89.61,29.13,87,20.21,80.87,20.1,71.27,31.97,31.07,"False"
"1046","16/08/16 13",1.73,4.69,3.98,4.33,2.27,5.5,4.79,97.85,"True",97.87,"True",0,"False",34.09,"True",0,"False",0,"False",49.76,"True",35.29,"True",0,"False",30.03,"True",0,"False",70.15,"True",2.97,34.13,28.94,92.59,29,86.81,19.87,81.33,19.76,69.67,31.82,30.92,"False"
"1047","16/08/16 14",1.63,4.66,4.55,4.16,2.62,5.5,4.74,96.92,"True",96.93,"True",0,"False",35.88,"True",0,"False",0,"False",0,"False",35.3,"True",0,"False",30.16,"True",0,"False",66.36,"True",2.98,34.63,30.17,90.74,30.28,64.52,20.16,81.6,20.05,69.53,32.65,31.75,"False"
"1048","16/08/16 15",1.62,4.9,5.05,3.05,2.96,5.5,4.65,97.36,"True",97.38,"True",0,"False",35.51,"True",0,"False",0,"False",50.16,"True",35.16,"True",0,"False",29.51,"True",0,"False",70.41,"True",2.97,34.39,29.09,90.3,29.16,86.18,20.2,81.9,20.09,71.66,31.99,31.09,"False"
"1049","16/08/16 16",1.63,4.84,5.31,3.38,3.34,5.32,3.98,97,"True",97.02,"True",0,"False",0,"False",0,"False",0,"False",50.61,"True",36.85,"True",0,"False",0,"False",0,"False",69.19,"True",2.98,34.58,29.94,72.63,29.9,86.02,25.99,84.61,25.99,55.91,32.41,31.51,"False"
"1050","16/08/16 17",1.68,5.03,4.92,3.58,3.77,5.03,2.46,96.73,"True",96.75,"True",0,"False",0,"False",0,"False",0,"False",50.72,"True",34.67,"True",0,"False",30.8,"True",0,"False",68.16,"True",2.98,34.73,30.09,72.07,30.05,85.97,20.26,82.8,20.15,67.52,32.56,31.66,"False"
"1051","16/08/16 18",1.72,5.22,4.52,3.73,3.9,5.23,2.67,96.55,"True",96.57,"True",0,"False",0,"False",0,"False",0,"False",50.61,"True",0,"False",0,"False",32.47,"True",0,"False",68.68,"True",2.98,34.83,30.3,72.12,30.26,86.41,26.83,63.15,26.7,68.29,32.77,31.87,"False"
"1052","16/08/16 19",1.84,5.41,4.14,3.94,3.19,5.44,2.84,97.57,"True",97.59,"True",0,"False",0,"False",0,"False",0,"False",50.5,"True",0,"False",0,"False",32.4,"True",0,"False",63.78,"True",2.97,34.28,30.37,70.92,30.33,86.69,26.53,62.69,26.4,68.27,32.82,31.92,"False"
"1053","16/08/16 20",1.97,5.33,3.73,4.16,2.51,5.5,3.11,92.99,"True",93.01,"True",0,"False",0,"False",0,"False",0,"False",49.68,"True",0,"False",0,"False",32.63,"True",0,"False",0,"False",2.98,36.72,28.36,70.02,28.32,86.29,28.53,62.45,28.41,69.44,39.91,29.74,"False"
"1054","16/08/16 21",2.32,4.8,3.3,4.36,1.91,5.5,3.12,93.29,"True",93.3,"True",0,"False",0,"False",0,"False",0,"False",49.98,"True",0,"False",0,"False",32.63,"True",0,"False",0,"False",2.98,36.57,27.82,68.4,27.78,85.15,28.54,59.76,28.42,69.44,39.82,29.19,"False"
"1055","16/08/16 22",2.55,4.18,3.04,4.18,1.65,5.5,3.04,94.37,"True",94.39,"True",0,"False",35.13,"True",0,"False",0,"False",48.61,"True",35.99,"True",0,"False",31.15,"True",0,"False",0,"False",2.98,35.99,23.91,85.78,23.98,83.97,20.94,81.17,20.82,67.04,38.95,25.69,"False"
"1056","16/08/16 23",2.71,3.29,3.44,3.89,1.98,5.5,2.68,93.9,"True",93.92,"True",0,"False",34.29,"True",0,"False",0,"False",48.21,"True",36.01,"True",0,"False",30.27,"True",0,"False",0,"False",2.98,36.24,23.17,86.47,23.23,83.98,21.45,81.65,21.35,70.48,39.26,24.93,"False"
"1057","17/08/16 00",2.88,2.42,3.85,3.78,2.33,5.5,3.16,93.08,"True",93.1,"True",0,"False",33.75,"True",0,"False",0,"False",47.49,"True",36.11,"True",0,"False",30.67,"True",0,"False",0,"False",2.98,36.68,22.44,86.64,22.5,84.56,21.8,81.83,21.69,69.52,39.76,24.18,"False"
"1058","17/08/16 01",3.09,1.56,4.26,3.93,2.65,5.5,3.36,90.99,"True",91,"True",0,"False",32.41,"True",0,"False",0,"False",46.79,"True",35.68,"True",0,"False",30.5,"True",0,"False",0,"False",2.98,37.78,21.81,88.16,21.87,85.17,23.09,83.87,22.98,71.34,41.02,23.53,"False"
"1059","17/08/16 02",3.39,0.73,4.71,4.23,3.2,5.5,3.85,90.82,"True",90.83,"True",0,"False",31.46,"True",0,"False",0,"False",45.78,"True",35.39,"True",0,"False",29.79,"True",0,"False",0,"False",2.98,37.87,21.19,89.01,21.24,86.27,23.56,84.86,23.46,74.13,41.21,22.88,"False"
"1060","17/08/16 03",3.48,0.64,5.21,4,3.82,5.5,4.72,94.71,"True",94.73,"True",0,"False",33.13,"True",0,"False",0,"False",0,"False",34.23,"True",0,"False",28.93,"True",0,"False",96.03,"True",2.98,35.81,28.22,93.43,28.31,68.02,22.73,86.02,22.64,75.97,30.84,29.94,"False"
"1061","17/08/16 04",3.68,1.5,5.16,3.06,3.75,5.29,3.92,92,"True",92.02,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",87.58,"True",2.98,37.25,31.59,75.82,31.59,68.24,32.58,64.66,32.58,61.14,33.98,33.08,"False"
"1062","17/08/16 05",3.95,2.16,4.92,3.53,3.35,5.09,3.24,93.3,"True",93.32,"True",0,"False",0,"False",0,"False",0,"False",48.65,"True",0,"False",0,"False",0,"False",0,"False",99.97,"True",2.98,36.56,28.88,74.71,28.84,88.75,32.12,63.95,32.12,59.18,31.53,30.63,"False"
"1063","17/08/16 06",4.14,2.7,4.63,4.25,2.88,4.95,2.59,93.35,"True",93.36,"True",0,"False",0,"False",0,"False",0,"False",49.09,"True",0,"False",0,"False",32.49,"True",0,"False",96.77,"True",2.98,36.54,29.17,75.48,29.13,88.23,29.37,62.86,29.24,70.79,31.8,30.9,"False"
"1064","17/08/16 07",4.29,3.38,4.41,3.9,2.28,5.31,3.36,94.08,"True",94.09,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",32.75,"True",0,"False",73.79,"True",2.98,36.15,32.09,72.7,32.09,66.53,29.15,62.11,29.03,69.61,34.4,33.5,"False"
"1065","17/08/16 08",4.35,4.08,4.05,3.12,1.67,5.5,3.78,94.38,"True",94.4,"True",0,"False",0,"False",0,"False",0,"False",50.59,"True",0,"False",0,"False",32.04,"True",0,"False",87.92,"True",2.98,35.98,29.94,72.1,29.9,86.08,29.2,61.77,29.08,72.19,32.52,31.62,"False"
"1066","17/08/16 09",4.26,4.46,3.69,3.38,1.92,5.5,4.11,95.69,"True",95.71,"True",0,"False",0,"False",0,"False",0,"False",50.8,"True",36.24,"True",0,"False",30.59,"True",0,"False",81.11,"True",2.98,35.29,29.98,69.63,29.94,85.69,21.63,81.43,21.52,69.59,32.52,31.62,"False"
"1067","17/08/16 10",4.07,4.77,3.24,3.5,2.22,5.5,4.14,95.32,"True",95.34,"True",0,"False",0,"False",0,"False",0,"False",50.34,"True",35.76,"True",0,"False",30.91,"True",0,"False",80.06,"True",2.98,35.48,30.27,68.6,30.23,86.9,21.8,82.45,21.69,68.7,32.8,31.9,"False"
